observation_id,latitude,longitude,bright_ti4,bright_ti5,frp,acq_date,acq_time,satellite,instrument,confidence,daynight,scan,track,source_type,data_mode,source_request_id,source_file,year
FIRMS-RAW-2020-0000000,28.9497,95.8085,342.15,287.67,13.56,2020-01-01,607,N20,VIIRS,n,D,0.58,0.52,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000001,27.8187,96.1029,330.79,292.77,3.99,2020-01-01,607,N20,VIIRS,n,D,0.59,0.53,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000002,27.3642,94.8961,335.0,276.95,3.55,2020-01-01,607,N20,VIIRS,n,D,0.36,0.57,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000003,11.3151,79.2176,328.04,293.3,4.35,2020-01-01,744,N20,VIIRS,n,D,0.53,0.42,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000004,12.809,75.0018,328.79,288.64,3.02,2020-01-01,744,N20,VIIRS,n,D,0.62,0.54,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000005,11.2845,78.4521,328.85,288.4,2.39,2020-01-01,744,N20,VIIRS,n,D,0.39,0.44,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000006,11.6929,76.8443,344.88,289.58,6.56,2020-01-01,744,N20,VIIRS,n,D,0.49,0.48,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000007,16.6549,73.6762,334.21,298.76,1.97,2020-01-01,745,N20,VIIRS,n,D,0.32,0.55,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000008,18.0564,81.5991,330.18,298.57,0.95,2020-01-01,745,N20,VIIRS,n,D,0.38,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000009,16.3302,80.5688,340.07,300.21,7.76,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000010,16.3296,80.565,338.24,297.41,7.76,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000011,15.5,76.5507,330.85,296.42,2.57,2020-01-01,745,N20,VIIRS,n,D,0.44,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000012,15.4901,76.5443,341.56,297.78,6.11,2020-01-01,745,N20,VIIRS,n,D,0.44,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000013,16.8784,74.5231,336.39,303.47,4.95,2020-01-01,745,N20,VIIRS,n,D,0.56,0.51,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000014,17.8396,79.8066,332.76,300.85,2.74,2020-01-01,745,N20,VIIRS,n,D,0.42,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000015,18.168,81.8612,334.18,300.99,4.6,2020-01-01,745,N20,VIIRS,n,D,0.38,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000016,18.2075,81.9877,330.3,301.14,1.55,2020-01-01,745,N20,VIIRS,n,D,0.38,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000017,18.1503,80.5867,336.38,302.18,2.82,2020-01-01,745,N20,VIIRS,n,D,0.4,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000018,18.359,81.8475,334.91,303.03,2.33,2020-01-01,745,N20,VIIRS,n,D,0.38,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000019,16.9363,73.5512,339.64,299.98,2.37,2020-01-01,745,N20,VIIRS,n,D,0.32,0.55,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000020,18.0924,79.8702,330.21,299.92,2.23,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000021,18.1353,80.0483,331.0,299.19,4.37,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000022,18.1387,80.0477,345.05,299.02,4.37,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000023,18.1782,80.1425,334.94,299.17,3.23,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000024,18.0937,79.5761,337.28,300.19,3.59,2020-01-01,745,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000025,18.1835,80.1103,333.83,299.61,2.6,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000026,16.1626,80.5126,331.19,297.37,2.98,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000027,16.347,81.2052,334.81,295.92,2.46,2020-01-01,745,N20,VIIRS,n,D,0.39,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000028,15.4938,76.5892,342.04,297.63,4.86,2020-01-01,745,N20,VIIRS,n,D,0.44,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000029,15.5019,76.7064,339.67,297.08,3.66,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000030,15.4399,76.5786,338.32,296.98,4.31,2020-01-01,745,N20,VIIRS,n,D,0.44,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000031,15.4242,78.5252,332.21,297.25,4.22,2020-01-01,745,N20,VIIRS,n,D,0.5,0.41,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000032,18.2114,80.1678,337.52,300.92,3.76,2020-01-01,745,N20,VIIRS,n,D,0.4,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000033,18.1231,79.5874,346.24,299.74,6.75,2020-01-01,745,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000034,18.0332,78.9873,330.96,298.33,3.8,2020-01-01,745,N20,VIIRS,n,D,0.45,0.39,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000035,18.1969,79.9508,338.16,300.49,4.27,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000036,18.2003,79.9502,330.95,300.12,3.29,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000037,18.2945,80.4699,332.55,302.4,4.14,2020-01-01,745,N20,VIIRS,n,D,0.4,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000038,18.8108,83.8725,329.15,297.3,1.79,2020-01-01,745,N20,VIIRS,n,D,0.42,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000039,18.216,79.9395,333.42,300.37,3.52,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000040,18.8449,83.9399,336.26,297.57,2.37,2020-01-01,745,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000041,15.4232,78.528,331.75,296.26,2.6,2020-01-01,745,N20,VIIRS,n,D,0.5,0.41,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000042,18.8679,83.9282,329.25,296.89,3.14,2020-01-01,745,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000043,18.2871,79.9423,333.81,301.8,3.12,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000044,18.2858,79.9347,350.31,308.9,33.71,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000045,18.2924,79.9532,336.02,301.55,3.77,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000046,18.8855,83.8568,328.72,296.77,1.67,2020-01-01,745,N20,VIIRS,n,D,0.42,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000047,18.2901,79.9181,335.06,301.74,4.57,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000048,18.2941,79.9213,348.68,301.71,4.57,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000049,18.2935,79.9175,338.58,302.42,4.57,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000050,18.2969,79.9169,351.0,304.42,6.6,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000051,18.3003,79.9163,342.95,300.66,6.6,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000052,18.0354,78.2532,332.61,298.26,5.51,2020-01-01,745,N20,VIIRS,n,D,0.48,0.4,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000053,18.0346,78.2487,332.32,297.64,5.51,2020-01-01,745,N20,VIIRS,n,D,0.48,0.4,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000054,18.3162,79.8857,330.85,302.57,3.66,2020-01-01,745,N20,VIIRS,l,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000055,18.3203,79.8889,332.62,300.64,5.01,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000056,18.3412,79.8455,335.78,300.78,4.25,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000057,18.3446,79.8448,335.72,300.96,4.25,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000058,18.3517,79.8674,335.78,301.27,2.59,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000059,18.3725,79.9311,332.01,298.7,3.94,2020-01-01,745,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000060,18.4834,80.096,342.35,301.02,5.31,2020-01-01,745,N20,VIIRS,n,D,0.4,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000061,18.4318,79.7336,331.93,298.8,2.87,2020-01-01,745,N20,VIIRS,n,D,0.42,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000062,17.1797,79.683,341.76,298.84,7.87,2020-01-01,745,N20,VIIRS,n,D,0.43,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000063,15.7111,76.6586,333.77,296.33,1.7,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000064,15.7174,76.6696,338.75,296.89,4.11,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000065,16.4947,80.7639,334.75,299.78,5.28,2020-01-01,745,N20,VIIRS,n,D,0.4,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000066,15.8059,76.7218,338.23,295.22,5.77,2020-01-01,745,N20,VIIRS,n,D,0.42,0.45,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000067,16.502,80.7665,335.41,298.62,3.93,2020-01-01,745,N20,VIIRS,n,D,0.4,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000068,15.7957,76.5943,331.07,296.55,3.82,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000069,15.8341,76.6883,339.58,297.95,4.61,2020-01-01,745,N20,VIIRS,n,D,0.42,0.45,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000070,15.8347,76.6438,332.52,296.76,2.64,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000071,16.7162,81.1308,331.7,296.5,2.33,2020-01-01,745,N20,VIIRS,n,D,0.39,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000072,15.6545,76.6775,340.84,298.27,5.42,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000073,16.7157,81.1272,332.04,297.5,2.06,2020-01-01,745,N20,VIIRS,n,D,0.39,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000074,16.7179,81.0366,330.58,297.85,2.19,2020-01-01,745,N20,VIIRS,n,D,0.39,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000075,16.06,76.9685,330.22,296.83,2.47,2020-01-01,745,N20,VIIRS,n,D,0.4,0.45,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000076,16.0863,76.9521,334.04,296.96,2.57,2020-01-01,745,N20,VIIRS,n,D,0.4,0.45,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000077,14.6171,75.8229,331.5,298.25,5.51,2020-01-01,745,N20,VIIRS,n,D,0.51,0.49,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000078,15.6313,73.8189,331.75,300.41,2.38,2020-01-01,745,N20,VIIRS,n,D,0.33,0.55,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000079,16.1024,76.3163,333.47,301.57,6.43,2020-01-01,745,N20,VIIRS,n,D,0.44,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000080,16.1066,76.3154,349.71,301.4,6.43,2020-01-01,745,N20,VIIRS,n,D,0.44,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000081,16.354,76.0478,333.83,300.21,3.56,2020-01-01,745,N20,VIIRS,n,D,0.46,0.47,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000082,16.4603,76.5131,343.25,300.31,5.09,2020-01-01,745,N20,VIIRS,n,D,0.42,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000083,17.0357,79.8302,333.2,298.0,3.1,2020-01-01,745,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000084,16.5949,77.177,332.63,295.06,4.19,2020-01-01,745,N20,VIIRS,n,D,0.39,0.44,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000085,17.0565,79.7903,332.63,298.6,2.82,2020-01-01,745,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000086,17.2284,80.6104,335.54,294.85,7.29,2020-01-01,745,N20,VIIRS,n,D,0.4,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000087,16.1655,74.5673,335.4,304.34,5.35,2020-01-01,745,N20,VIIRS,n,D,0.57,0.52,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000088,15.6878,76.8591,331.0,296.07,3.29,2020-01-01,745,N20,VIIRS,n,D,0.42,0.45,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000089,15.6563,76.6406,336.72,297.37,4.36,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000090,16.4681,75.8241,334.04,301.59,2.1,2020-01-01,745,N20,VIIRS,n,D,0.47,0.48,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000091,15.6657,76.5979,330.7,297.85,4.44,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000092,15.6711,76.6744,330.47,295.59,1.97,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000093,15.665,76.594,339.71,298.68,4.44,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000094,14.3042,75.5314,330.48,296.63,3.04,2020-01-01,745,N20,VIIRS,n,D,0.54,0.5,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000095,15.7105,76.679,336.53,296.56,3.79,2020-01-01,745,N20,VIIRS,n,D,0.43,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000096,16.315,74.7271,333.82,297.9,2.35,2020-01-01,745,N20,VIIRS,n,D,0.56,0.51,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000097,16.3116,73.4842,344.5,298.74,4.11,2020-01-01,745,N20,VIIRS,n,D,0.34,0.56,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000098,17.3671,78.6109,331.56,296.08,3.1,2020-01-01,745,N20,VIIRS,n,D,0.47,0.4,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000099,17.1226,77.081,336.1,299.37,3.65,2020-01-01,745,N20,VIIRS,n,D,0.38,0.43,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000100,17.0749,76.764,339.77,304.08,4.68,2020-01-01,745,N20,VIIRS,n,D,0.4,0.44,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000101,17.6585,79.7299,351.03,301.44,15.44,2020-01-01,745,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000102,21.7256,82.9011,332.03,296.66,4.65,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000103,21.7329,82.9039,337.8,295.61,3.92,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000104,22.3438,87.3733,332.29,295.41,7.19,2020-01-01,746,N20,VIIRS,n,D,0.46,0.47,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000105,21.7519,82.7687,342.01,295.09,4.18,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000106,21.7531,82.769,333.73,294.41,3.09,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000107,22.3409,87.3708,329.12,295.1,3.65,2020-01-01,746,N20,VIIRS,n,D,0.46,0.47,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000108,22.3452,87.3703,336.35,295.71,3.65,2020-01-01,746,N20,VIIRS,n,D,0.46,0.47,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000109,21.8757,83.1991,344.01,294.36,4.08,2020-01-01,746,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000110,21.9212,83.3493,325.99,300.24,5.65,2020-01-01,746,N20,VIIRS,l,D,0.42,0.38,2,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000111,21.9349,83.1235,331.72,295.04,4.26,2020-01-01,746,N20,VIIRS,n,D,0.42,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000112,20.7217,75.3247,337.86,299.47,3.42,2020-01-01,746,N20,VIIRS,n,D,0.42,0.46,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000113,21.9765,82.9214,326.73,294.33,2.29,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000114,22.0164,83.1806,327.71,293.38,2.03,2020-01-01,746,N20,VIIRS,n,D,0.42,0.38,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000115,22.9946,87.8803,329.38,290.77,3.58,2020-01-01,746,N20,VIIRS,n,D,0.5,0.49,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000116,21.0068,74.3091,333.33,297.87,3.48,2020-01-01,746,N20,VIIRS,n,D,0.48,0.48,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000117,23.0758,87.7677,326.02,292.93,1.69,2020-01-01,746,N20,VIIRS,n,D,0.5,0.49,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000118,23.0748,87.5119,336.86,293.67,6.2,2020-01-01,746,N20,VIIRS,n,D,0.48,0.48,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000119,23.1834,87.7316,347.31,295.61,14.08,2020-01-01,746,N20,VIIRS,n,D,0.49,0.49,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000120,23.1433,87.3266,333.67,293.29,4.39,2020-01-01,746,N20,VIIRS,n,D,0.47,0.47,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000121,20.8206,81.7334,341.97,299.0,4.07,2020-01-01,746,N20,VIIRS,n,D,0.39,0.36,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000122,17.5119,74.0298,344.81,302.11,7.04,2020-01-01,746,N20,VIIRS,n,D,0.59,0.53,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000123,18.6187,79.994,330.01,300.74,3.28,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000124,18.642,79.8161,333.39,300.56,4.68,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000125,19.2839,83.7557,333.13,298.6,2.33,2020-01-01,746,N20,VIIRS,n,D,0.42,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
FIRMS-RAW-2020-0000126,18.6789,79.7418,333.32,295.9,1.78,2020-01-01,746,N20,VIIRS,n,D,0.41,0.37,0,LIVE_ARCHIVE,792735,fire_archive_J1V-C2_792735.csv,2020
